TeamName,Player,Pos,Exp,Options                 Minor,Status,Payroll Salary,Payroll Salary                 Adjusted,Base Salary,Signing Bonus
Los Angeles Angels,Fulmer                   Carson Fulmer,SP,2.108,0,Pre-Arbitration,740000.00,692172.00,740000.00,-
Los Angeles Angels,Rendon                   Anthony Rendon,3B,10.13,0,Veteran,38571428.00,38571428.00,38000000.00,571428.00
Los Angeles Angels,Trout                   Mike Trout,CF,12.07,0,Veteran,37116666.00,37116666.00,35450000.00,1666667.00
Los Angeles Angels,Stephenson                   Robert Stephenson,RP,6.049,0,Veteran,11000000.00,11000000.00,11000000.00,-
Los Angeles Angels,Moore                   Matt Moore,RP,11,0,Veteran,9000000.00,9000000.00,9000000.00,-
Los Angeles Angels,Sandoval                   Patrick Sandoval,SP,3.149,1,Arbitration 2 (S2),5025000.00,5025000.00,5025000.00,-
Los Angeles Angels,Rengifo                   Luis Rengifo,2B,4.043,0,Arbitration 2,4400000.00,4400000.00,4400000.00,-
Los Angeles Angels,Adell                   Jo Adell,RF,2.085,0,Pre-Arbitration,770000.00,770000.00,770000.00,-
Los Angeles Angels,Soriano                   Jose Soriano,SP,1.121,2,Pre-Arbitration,760000.00,760000.00,760000.00,-
Los Angeles Angels,Teodosio                   Bryce Teodosio,OF,,3,Pre-Arbitration,740000.00,87516.00,740000.00,-
Los Angeles Angels,Aldegheri                   Samuel Aldegheri,SP,,3,Pre-Arbitration,740000.00,119340.00,740000.00,-
Los Angeles Angels,Marte                   Jose Marte,RP,1.109,2,Pre-Arbitration,740000.00,358020.00,740000.00,-
Los Angeles Angels,Wantz                   Andrew Wantz,RP,1.148,1,Pre-Arbitration,740000.00,365976.00,740000.00,-
Los Angeles Angels,Joyce                   Ben Joyce,RP,0.127,2,Pre-Arbitration,740000.00,477360.00,740000.00,-
Los Angeles Angels,Cáceres                   Kelvin Cáceres,RP,0.005,2,Pre-Arbitration,740000.00,568854.00,740000.00,-
Los Angeles Dodgers,Ohtani                   Shohei Ohtani,DH,6,0,Veteran,28216944.00,28216944.00,70000000.00,-
Los Angeles Dodgers,Betts                   Mookie Betts,SS,9.07,0,Veteran,26173581.00,26173581.00,25000000.00,5000000.00
Los Angeles Dodgers,Freeman                   Freddie Freeman,1B,13.033,0,Veteran,25145183.00,25145183.00,27000000.00,-
Los Angeles Dodgers,Hernandez                   Teoscar Hernandez,LF,6.097,0,Veteran,23500000.00,15000000.00,23500000.00,-
Los Angeles Dodgers,Flaherty                   Jack Flaherty,SP,6.006,0,Veteran,14500000.00,4666666.00,14000000.00,-
Los Angeles Dodgers,Smith                   Will Smith,C,4.09,0,Arbitration 2 Bypassed,13477716.00,13477716.00,13550000.00,3000000.00
Los Angeles Dodgers,Yamamoto                   Yoshinobu Yamamoto,SP,,0,Veteran,13333333.00,13333333.00,5000000.00,8333333.00
Los Angeles Dodgers,Taylor                   Chris Taylor,2B,8.037,0,Veteran,13000000.00,13000000.00,13000000.00,-
Los Angeles Dodgers,Kiermaier                   Kevin Kiermaier,CF,9.131,0,Veteran,10500000.00,1840000.00,10500000.00,-
Los Angeles Dodgers,Muncy                   Max Muncy,3B,7.027,0,Veteran,9500000.00,9500000.00,7000000.00,2500000.00
Los Angeles Dodgers,Buehler                   Walker Buehler,SP,5.168,0,Arbitration 4 (S2),8025000.00,8025000.00,8025000.00,-
Los Angeles Dodgers,Kelly                   Joe Kelly,RP,11.029,0,Veteran,8000000.00,8000000.00,8000000.00,-
Los Angeles Dodgers,Edman                   Tommy Edman,CF,4.114,0,arbitration-avoided-numbers-exchanged,7000000.00,2470968.00,7000000.00,-
Los Angeles Dodgers,Rojas                   Miguel Rojas,SS,9.043,0,Veteran,5750000.00,5750000.00,5000000.00,750000.00
Los Angeles Dodgers,Brasier                   Ryan Brasier,RP,6.109,0,Veteran,4500000.00,4500000.00,4500000.00,-
Los Angeles Dodgers,Phillips                   Evan Phillips,RP,3.136,0,Arbitration 2 (S2),4000000.00,4000000.00,4000000.00,-
Los Angeles Dodgers,Hernandez                   Enrique Hernandez,SS,9.054,0,Veteran,4000000.00,4000000.00,4000000.00,-
Los Angeles Dodgers,Barnes                   Austin Barnes,C,7.098,0,Veteran,3500000.00,3500000.00,3500000.00,-
Los Angeles Dodgers,Kopech                   Michael Kopech,RP,4.041,0,Arbitration 2,3000000.00,1016129.00,3000000.00,-
Los Angeles Dodgers,Hudson                   Daniel Hudson,RP,13.106,0,Veteran,2000000.00,2000000.00,2000000.00,-
Los Angeles Dodgers,Lux                   Gavin Lux,2B,3.114,2,Arbitration 1,1225000.00,1225000.00,1225000.00,-
Los Angeles Dodgers,Vesia                   Alex Vesia,RP,3.078,1,Arbitration 1,1000000.00,1000000.00,1000000.00,-
Los Angeles Dodgers,Treinen                   Blake Treinen,RP,9.065,0,Veteran,1000000.00,1000000.00,1000000.00,-
Los Angeles Dodgers,Outman                   James Outman,CF,1.006,1,Pre-Arbitration,770000.00,335340.00,770000.00,-
Los Angeles Dodgers,Henriquez                   Edgardo Henriquez,RP,,3,Pre-Arbitration,740000.00,19890.00,740000.00,-
Los Angeles Dodgers,Knack                   Landon Knack,SP,,2,Pre-Arbitration,740000.00,294372.00,740000.00,-
Los Angeles Dodgers,Banda                   Anthony Banda,RP,3.001,0,Veteran,740000.00,529074.00,740000.00,-
Los Angeles Dodgers,Pages                   Andy Pages,OF,,1,Pre-Arbitration,740000.00,608634.00,740000.00,-
Los Angeles Dodgers,Glasnow                   Tyler Glasnow,SP,6.158,0,Veteran,17500000.00,17500000.00,15000000.00,2500000.00
Los Angeles Dodgers,Kershaw                   Clayton Kershaw,SP,15.105,0,Veteran,7500000.00,7500000.00,5000000.00,-
Los Angeles Dodgers,Gonsolin                   Tony Gonsolin,SP,3.152,1,Arbitration 2 Bypassed,5400000.00,5400000.00,5400000.00,-
Los Angeles Dodgers,Graterol                   Brusdar Graterol,RP,3.167,2,Arbitration 2 (S2),2700000.00,2700000.00,2700000.00,-
Los Angeles Dodgers,May                   Dustin May,SP,4.059,0,Arbitration 2,2135000.00,2135000.00,2135000.00,-
Los Angeles Dodgers,Honeywell                   Brent Honeywell,RP,1.142,0,Pre-Arbitration,1250000.00,235200.00,1250000.00,-
Los Angeles Dodgers,Brogdon                   Connor Brogdon,RP,2.139,0,Pre-Arbitration,761000.00,711834.00,761000.00,-
Los Angeles Dodgers,Sheehan                   Emmet Sheehan,P,0.08,2,Pre-Arbitration,750000.00,750000.00,750000.00,-
Los Angeles Dodgers,Stone                   Gavin Stone,SP,0.034,2,Pre-Arbitration,742500.00,742500.00,742500.00,-
Los Angeles Dodgers,Ryan                   River Ryan,SP,,3,Pre-Arbitration,740000.00,274482.00,740000.00,-
Miami Marlins,Sánchez                   Jesús Sánchez,LF,2.118,0,Arbitration 1 (S2),2100000.00,2100000.00,2100000.00,-
Miami Marlins,Bender                   Anthony Bender,RP,2.153,3,Arbitration 1 (S2),770000.00,770000.00,770000.00,-
Miami Marlins,Cabrera                   Edward Cabrera,SP,1.147,0,Pre-Arbitration,761000.00,761000.00,761000.00,-
Miami Marlins,Burger                   Jake Burger,1B,1.127,1,Pre-Arbitration,760000.00,760000.00,760000.00,-
Miami Marlins,Fortes                   Nick Fortes,C,1.149,2,Pre-Arbitration,759000.00,759000.00,759000.00,-
Miami Marlins,Weathers                   Ryan Weathers,SP,1.066,1,Pre-Arbitration,752600.00,752600.00,752600.00,-
Miami Marlins,Bride                   Jonah Bride,1B,1.039,0,Pre-Arbitration,750000.00,391104.00,750000.00,-
Miami Marlins,Baumann                   Mike Baumann,RP,1.072,0,Pre-Arbitration,748900.00,136884.00,748900.00,-
Miami Marlins,Brujan                   Vidal Brujan,2B,1.014,0,Pre-Arbitration,745800.00,745800.00,745800.00,-
Miami Marlins,Curry                   Xzavion Curry,RP,1.003,1,Pre-Arbitration,744400.00,128064.00,744400.00,-
Miami Marlins,Petersen                   Michael Petersen,RP,,2,Pre-Arbitration,740000.00,67626.00,740000.00,-
Miami Marlins,Anderson                   Shaun Anderson,RP,2.014,0,Pre-Arbitration,740000.00,75582.00,740000.00,-
Miami Marlins,Sanoja                   Javier Sanoja,SS,,3,Pre-Arbitration,740000.00,87516.00,740000.00,-
Miami Marlins,Bachar                   Lake Bachar,RP,,2,Pre-Arbitration,740000.00,87516.00,740000.00,-
Miami Marlins,Veneziano                   Anthony Veneziano,SP,0.013,2,Pre-Arbitration,740000.00,99450.00,740000.00,-
Miami Marlins,McCaughan                   Darren McCaughan,RP,0.017,1,Pre-Arbitration,740000.00,123318.00,740000.00,-
Miami Marlins,Conine                   Griffin Conine,RF,,3,Pre-Arbitration,740000.00,135252.00,740000.00,-
Miami Marlins,Oller                   Adam Oller,SP,0.16,1,Pre-Arbitration,740000.00,163098.00,740000.00,-
Miami Marlins,Norby                   Connor Norby,2B,,2,Pre-Arbitration,740000.00,163098.00,740000.00,-
Miami Marlins,Pereda                   Jhonny Pereda,C,,2,Pre-Arbitration,740000.00,198900.00,740000.00,-
Miami Marlins,Maldonado                   Anthony Maldonado,RP,,1,Pre-Arbitration,740000.00,202878.00,740000.00,-
Miami Marlins,Hill                   Derek Hill,OF,1.095,0,Pre-Arbitration,740000.00,218790.00,740000.00,-
Miami Marlins,Tinoco                   Jesus Tinoco,RP,1.01,0,Pre-Arbitration,740000.00,238680.00,740000.00,-
Miami Marlins,Stowers                   Kyle Stowers,CF,0.077,1,Pre-Arbitration,740000.00,242658.00,740000.00,-
Miami Marlins,Bellozo                   Valente Bellozo,SP,,2,Pre-Arbitration,740000.00,258570.00,740000.00,-
Miami Marlins,Edwards                   Xavier Edwards,SS,0.052,1,Pre-Arbitration,740000.00,604656.00,740000.00,-
Miami Marlins,Myers                   Dane Myers,OF,0.054,1,Pre-Arbitration,740000.00,616590.00,740000.00,-
Miami Marlins,Lopez                   Otto Lopez,SS,0.109,0,Pre-Arbitration,740000.00,664326.00,740000.00,-
Miami Marlins,Alcantara                   Sandy Alcantara,SP,5.1,0,Arbitration 3 Bypassed,9300000.00,9300000.00,9000000.00,300000.00
Miami Marlins,Luzardo                   Jesús Luzardo,SP,3.165,2,Arbitration 2 (S2),5500000.00,5500000.00,5500000.00,-
Miami Marlins,Garrett                   Braxton Garrett,SP,1.168,1,Pre-Arbitration,764000.00,764000.00,764000.00,-
Miami Marlins,Nardi                   Andrew Nardi,RP,1.053,3,Pre-Arbitration,754000.00,754000.00,754000.00,-
Miami Marlins,Meyer                   Max Meyer,SP,1.082,2,Pre-Arbitration,750000.00,334656.00,750000.00,-
Miami Marlins,Pérez                   Eury Pérez,SP,0.113,2,Pre-Arbitration,748000.00,748000.00,748000.00,-
Miami Marlins,Cronin                   Declan Cronin,RP,0.052,2,Pre-Arbitration,742000.00,674141.00,742000.00,-
Miami Marlins,Sanchez                   Sixto Sanchez,RP,0.103,0,Pre-Arbitration,742000.00,742000.00,742000.00,-
Miami Marlins,McMillon                   John McMillon,RP,0.047,3,Pre-Arbitration,740000.00,202878.00,740000.00,-
Miami Marlins,Faucher                   Calvin Faucher,RP,0.156,1,Pre-Arbitration,740000.00,681408.00,740000.00,-
Milwaukee Brewers,Montas                   Frankie Montas,SP,6.015,0,Veteran,14000000.00,5831935.00,14000000.00,-
Milwaukee Brewers,Adames                   Willy Adames,SS,5.105,0,Arbitration 3,12250000.00,12250000.00,12250000.00,-
Milwaukee Brewers,Hoskins                   Rhys Hoskins,DH,6.053,0,Veteran,12000000.00,12000000.00,12000000.00,-
Milwaukee Brewers,Williams                   Devin Williams,RP,4.056,0,Arbitration 2,7000000.00,7000000.00,7000000.00,-
Milwaukee Brewers,Peralta                   Freddy Peralta,SP,5.09,0,Arbitration 3 Bypassed,5734960.00,5734960.00,5500000.00,234960.00
Milwaukee Brewers,Civale                   Aaron Civale,SP,4.058,0,Arbitration 2,4900000.00,2318272.00,4900000.00,-
Milwaukee Brewers,Rea                   Colin Rea,SP,4.057,0,Veteran,4000000.00,4000000.00,3500000.00,-
Milwaukee Brewers,Sánchez                   Gary Sánchez,DH,7.086,0,Veteran,3000000.00,3000000.00,3000000.00,-
Milwaukee Brewers,Chourio                   Jackson Chourio,LF,,3,Veteran,2250000.00,2250000.00,2000000.00,250000.00
Milwaukee Brewers,Milner                   Hoby Milner,RP,4.068,0,Arbitration 2,2050000.00,2050000.00,2050000.00,-
Milwaukee Brewers,Ross                   Joe Ross,RP,6.018,0,Veteran,1750000.00,1750000.00,1750000.00,-
Milwaukee Brewers,Payamps                   Joel Payamps,RP,3.027,0,Arbitration 1,1650000.00,1650000.00,1650000.00,-
Milwaukee Brewers,Ashby                   Aaron Ashby,RP,2.046,1,Pre-Arbitration Bypassed,1450000.00,1450000.00,1250000.00,200000.00
Milwaukee Brewers,Bauers                   Jake Bauers,1B,3.084,0,Arbitration 1,1350000.00,1350000.00,1350000.00,-
Milwaukee Brewers,Clarke                   Taylor Clarke,RP,4.12,1,Arbitration 2,1250000.00,1250000.00,1250000.00,-
Milwaukee Brewers,Haase                   Eric Haase,C,3.058,0,Veteran,1050000.00,560720.00,1000000.00,-
Milwaukee Brewers,Perkins                   Blake Perkins,RF,0.133,2,Pre-Arbitration,800000.00,800000.00,800000.00,-
Milwaukee Brewers,Contreras                   William Contreras,C,2.112,1,Pre-Arbitration,766900.00,766900.00,766900.00,-
Milwaukee Brewers,Megill                   Trevor Megill,RP,2.002,1,Pre-Arbitration,756600.00,756600.00,756600.00,-
Milwaukee Brewers,Monasterio                   Andruw Monasterio,SS,0.128,3,Pre-Arbitration,752500.00,683774.00,752500.00,-
Milwaukee Brewers,Mears                   Nick Mears,RP,2.022,0,Pre-Arbitration,750000.00,258048.00,750000.00,-
Milwaukee Brewers,Turang                   Brice Turang,2B,0.165,1,Pre-Arbitration,748200.00,748200.00,748200.00,-
Milwaukee Brewers,Frelick                   Sal Frelick,RF,0.072,3,Pre-Arbitration,746500.00,746500.00,746500.00,-
Milwaukee Brewers,Mitchell                   Garrett Mitchell,CF,1.04,3,Pre-Arbitration,744300.00,744300.00,744300.00,-
Milwaukee Brewers,Hall                   D.L. Hall,RP,0.074,1,Pre-Arbitration,744200.00,668167.00,744200.00,-
Milwaukee Brewers,Ortiz                   Joey Ortiz,3B,0.03,2,Pre-Arbitration,741500.00,741500.00,741500.00,-
Milwaukee Brewers,Collins                   Isaac Collins,2B,,3,Pre-Arbitration,740000.00,83538.00,740000.00,-
Milwaukee Brewers,Myers                   Tobias Myers,SP,,2,Pre-Arbitration,740000.00,580788.00,740000.00,-
Milwaukee Brewers,Koenig                   Jared Koenig,RP,0.046,2,Pre-Arbitration,740000.00,624546.00,740000.00,-
Milwaukee Brewers,Yelich                   Christian Yelich,LF,10.069,0,Veteran,24170365.00,24170365.00,26000000.00,-
Milwaukee Brewers,Miley                   Wade Miley,SP,12.025,0,Veteran,7000000.00,7000000.00,7000000.00,-
Milwaukee Brewers,Woodruff                   Brandon Woodruff,SP,5.161,0,Veteran,2500000.00,2500000.00,2500000.00,-
Milwaukee Brewers,Wilson                   Bryse Wilson,RP,3.036,0,Arbitration 1,1000000.00,1000000.00,1000000.00,-
Milwaukee Brewers,Dunn                   Oliver Dunn,2B,,2,Pre-Arbitration,740000.00,290394.00,740000.00,-
Milwaukee Brewers,Zastryzny                   Rob Zastryzny,RP,1.064,0,Pre-Arbitration,740000.00,365976.00,740000.00,-
Milwaukee Brewers,Gasser                   Robert Gasser,SP,,3,Pre-Arbitration,740000.00,564876.00,740000.00,-
Milwaukee Brewers,Bukauskas                   J.B. Bukauskas,RP,1.086,1,Pre-Arbitration,740000.00,712062.00,740000.00,-
Minnesota Twins,Correa                   Carlos Correa,SS,8.119,0,Veteran,33333333.00,33333333.00,32000000.00,1333333.00
Minnesota Twins,Buxton                   Byron Buxton,CF,7.16,0,Veteran,15142857.00,15142857.00,15000000.00,142857.00
Minnesota Twins,Margot                   Manuel Margot,RF,7.012,0,Veteran,10000000.00,4000000.00,10000000.00,-
Minnesota Twins,Vazquez                   Christian Vazquez,C,9.031,0,Veteran,10000000.00,10000000.00,10000000.00,-
Minnesota Twins,López                   Pablo López,SP,5.093,0,Arbitration 3 Bypassed,8250000.00,8250000.00,8000000.00,250000.00
Minnesota Twins,Farmer                   Kyle Farmer,SS,5.129,0,Arbitration 3,6250000.00,6250000.00,6250000.00,-
Minnesota Twins,Santana                   Carlos Santana,1B,13.115,0,Veteran,5500000.00,5500000.00,5250000.00,-
Minnesota Twins,Castro                   Willi Castro,CF,4.017,0,Arbitration 2,3300000.00,3300000.00,3300000.00,-
Minnesota Twins,Thielbar                   Caleb Thielbar,RP,5.131,0,Arbitration 4 (S2),3225000.00,3225000.00,3225000.00,-
Minnesota Twins,Jeffers                   Ryan Jeffers,C,3.089,2,Arbitration 1,2425000.00,2425000.00,2425000.00,-
Minnesota Twins,Dobnak                   Randy Dobnak,RP,3.038,3,Arbitration 3 Bypassed,2250000.00,2250000.00,2250000.00,-
Minnesota Twins,Topa                   Justin Topa,RP,3.044,2,Arbitration 1,1250000.00,1250000.00,1250000.00,-
Minnesota Twins,Tonkin                   Michael Tonkin,RP,3.074,0,Veteran,1000000.00,177408.00,1000000.00,-
Minnesota Twins,Alcala                   Jorge Alcala,RP,4.014,2,Arbitration 2,790000.00,790000.00,790000.00,-
Minnesota Twins,Ober                   Bailey Ober,SP,2.093,1,Pre-Arbitration,761850.00,761850.00,761850.00,-
Minnesota Twins,Jax                   Griffin Jax,RP,2.091,2,Pre-Arbitration,761750.00,761750.00,761750.00,-
Minnesota Twins,Sands                   Cole Sands,RP,1.017,1,Pre-Arbitration,749450.00,749450.00,749450.00,-
Minnesota Twins,Duran                   Jhoan Duran,RP,2,1,Pre-Arbitration,747200.00,747200.00,747200.00,-
Minnesota Twins,Julien                   Edouard Julien,2B,0.135,1,Pre-Arbitration,746750.00,481800.00,746750.00,-
Minnesota Twins,Lewis                   Royce Lewis,3B,1.142,2,Pre-Arbitration,745700.00,745700.00,745700.00,-
Minnesota Twins,Varland                   Louie Varland,SP,0.108,1,Pre-Arbitration,745400.00,220440.00,745400.00,-
Minnesota Twins,Keirsey                   DaShawn Keirsey,OF,,3,Pre-Arbitration,740000.00,43758.00,740000.00,-
Minnesota Twins,Helman                   Michael Helman,2B,,3,Pre-Arbitration,740000.00,51714.00,740000.00,-
Minnesota Twins,Blewett                   Scott Blewett,RP,0.043,0,Pre-Arbitration,740000.00,159120.00,740000.00,-
Minnesota Twins,Matthews                   Zebby Matthews,SP,,3,Pre-Arbitration,740000.00,186966.00,740000.00,-
Minnesota Twins,Festa                   David Festa,SP,,3,Pre-Arbitration,740000.00,306306.00,740000.00,-
Minnesota Twins,Lee                   Brooks Lee,SS,,3,Pre-Arbitration,740000.00,350064.00,740000.00,-
Minnesota Twins,Martin                   Austin Martin,SS,,2,Pre-Arbitration,740000.00,560898.00,740000.00,-
Minnesota Twins,DeSclafani                   Anthony DeSclafani,RP,9.062,0,Veteran,12000000.00,4000000.00,12000000.00,-
Minnesota Twins,Kepler                   Max Kepler,RF,7.152,0,Veteran,10000000.00,10000000.00,10000000.00,-
Minnesota Twins,Paddack                   Chris Paddack,SP,5,0,Arbitration 3 Bypassed,2525000.00,2525000.00,2525000.00,-
Minnesota Twins,Kirilloff                   Alex Kirilloff,1B,2.141,1,Arbitration 1 (S2),1350000.00,1350000.00,1350000.00,-
Minnesota Twins,Stewart                   Brock Stewart,RP,2.093,0,Pre-Arbitration,900000.00,900000.00,900000.00,-
Minnesota Twins,Ryan                   Joe Ryan,SP,2.033,3,Pre-Arbitration,758850.00,758850.00,758850.00,-
Minnesota Twins,Duarte                   Daniel Duarte,RP,1.087,1,Pre-Arbitration,750000.00,750000.00,750000.00,-
Minnesota Twins,Wallner                   Matt Wallner,DH,0.111,1,Pre-Arbitration,745550.00,416832.00,745550.00,-
Minnesota Twins,Larnach                   Trevor Larnach,LF,2.101,1,Pre-Arbitration,740000.00,660348.00,740000.00,-
Minnesota Twins,Miranda                   Jose Miranda,3B,1.118,1,Pre-Arbitration,740000.00,692172.00,740000.00,-
New York Mets,Lindor                   Francisco Lindor,SS,8.113,0,Veteran,34175000.00,34175000.00,32000000.00,2100000.00
New York Mets,Marte                   Starling Marte,RF,10.162,0,Veteran,20750000.00,20750000.00,19500000.00,1250000.00
New York Mets,Nimmo                   Brandon Nimmo,LF,7.042,0,Veteran,20500000.00,20500000.00,20250000.00,250000.00
New York Mets,Alonso                   Pete Alonso,1B,5,0,Arbitration 3,20500000.00,20500000.00,20500000.00,-
New York Mets,Diaz                   Edwin Diaz,RP,7.121,0,Veteran,18256595.00,18256595.00,17250000.00,4000000.00
New York Mets,Severino                   Luis Severino,SP,7.17,0,Veteran,15000000.00,15000000.00,13000000.00,-
New York Mets,Manaea                   Sean Manaea,SP,7.157,0,Veteran,14500000.00,14500000.00,14500000.00,-
New York Mets,Quintana                   Jose Quintana,SP,11.133,0,Veteran,13000000.00,13000000.00,13000000.00,-
New York Mets,Martinez                   J.D. Martinez,DH,12.036,0,Veteran,12000000.00,4500000.00,9500000.00,2500000.00
New York Mets,Bader                   Harrison Bader,CF,6.03,0,Veteran,10500000.00,10500000.00,9500000.00,1000000.00
New York Mets,Maton                   Phil Maton,RP,6.047,0,Veteran,6250000.00,2755364.00,6250000.00,-
New York Mets,Stanek                   Ryne Stanek,RP,6.038,0,Veteran,4500000.00,1419355.00,4000000.00,-
New York Mets,Ottavino                   Adam Ottavino,RP,12.087,0,Veteran,4500000.00,4500000.00,4500000.00,-
New York Mets,Peterson                   David Peterson,SP,3.089,1,Arbitration 1,2150000.00,2150000.00,2150000.00,-
New York Mets,Taylor                   Tyrone Taylor,CF,3.093,0,Arbitration 1,2025000.00,2025000.00,2025000.00,-
New York Mets,Winker                   Jesse Winker,LF,6.08,0,Veteran,2000000.00,688172.00,2000000.00,-
New York Mets,Iglesias                   Jose Iglesias,3B,10.036,0,Veteran,1500000.00,983871.00,1500000.00,-
New York Mets,Young                   Alex Young,RP,3.143,1,Arbitration 1,1160000.00,461538.00,1160000.00,-
New York Mets,Torrens                   Luis Torrens,C,3.155,0,Veteran,1000000.00,787097.00,1000000.00,-
New York Mets,Megill                   Tylor Megill,SP,2.073,1,Pre-Arbitration,766250.00,543840.00,766250.00,-
New York Mets,Alvarez                   Francisco Alvarez,C,1.006,3,Pre-Arbitration,762500.00,762500.00,762500.00,-
New York Mets,Brazoban                   Huascar Brazoban,RP,1.074,2,Pre-Arbitration,753000.00,242880.00,753000.00,-
New York Mets,Acuna                   Luisangel Acuna,SS,,1,Pre-Arbitration,740000.00,59670.00,740000.00,-
New York Mets,Alvarez                   Eddy Alvarez,2B,0.146,3,Pre-Arbitration,740000.00,79560.00,740000.00,-
New York Mets,Butto                   Jose Butto,RP,0.046,0,Pre-Arbitration,740000.00,477360.00,740000.00,-
New York Mets,Vientos                   Mark Vientos,3B,0.132,0,Pre-Arbitration,740000.00,556920.00,740000.00,-
New York Mets,Young                   Danny Young,RP,0.05,0,Pre-Arbitration,740000.00,564876.00,740000.00,-
New York Mets,Garrett                   Reed Garrett,RP,0.143,1,Pre-Arbitration,740000.00,720018.00,740000.00,-
New York Mets,Senga                   Kodai Senga,SP,1,3,Veteran,15000000.00,15000000.00,14000000.00,1000000.00
New York Mets,McNeil                   Jeff McNeil,2B,5.069,0,Arbitration 3,10250000.00,10250000.00,10250000.00,-
New York Mets,Raley                   Brooks Raley,RP,4.045,0,,6500000.00,6500000.00,6500000.00,-
New York Mets,Blackburn                   Paul Blackburn,SP,4.018,0,Arbitration 2,3450000.00,1112880.00,3450000.00,-
New York Mets,Smith                   Drew Smith,RP,5.034,0,Arbitration 3,2225000.00,2225000.00,2225000.00,-
New York Mets,Reid-Foley                   Sean Reid-Foley,RP,2.133,0,Pre-Arbitration,772750.00,772750.00,772750.00,-
New York Mets,Mauricio                   Ronny Mauricio,SS,0.031,1,Pre-Arbitration,743500.00,743500.00,743500.00,-
New York Mets,Scott                   Christian Scott,SP,,2,Pre-Arbitration,740000.00,457470.00,740000.00,-
New York Mets,Nunez                   Dedniel Nunez,RP,0.074,2,Pre-Arbitration,740000.00,517140.00,740000.00,-
New York Yankees,Judge                   Aaron Judge,CF,7.051,0,Veteran,40000000.00,40000000.00,40000000.00,-
New York Yankees,Cole                   Gerrit Cole,SP,10.111,0,Veteran,36000000.00,36000000.00,36000000.00,-
New York Yankees,Stanton                   Giancarlo Stanton,DH,13.118,0,Veteran,32000000.00,32000000.00,32000000.00,-
New York Yankees,Soto                   Juan Soto,RF,5.134,0,Arbitration 4 (S2),31000000.00,31000000.00,31000000.00,-
New York Yankees,Rodon                   Carlos Rodon,SP,8.168,0,Veteran,27833333.00,27833333.00,27000000.00,833333.00
New York Yankees,Stroman                   Marcus Stroman,SP,9.026,0,Veteran,18500000.00,18500000.00,18000000.00,500000.00
New York Yankees,Rizzo                   Anthony Rizzo,1B,11.168,0,Veteran,17000000.00,17000000.00,17000000.00,-
New York Yankees,Torres                   Gleyber Torres,2B,5.162,0,Arbitration 4 (S2),14200000.00,14200000.00,14200000.00,-
New York Yankees,Verdugo                   Alex Verdugo,LF,5.078,0,Arbitration 3,9200000.00,9200000.00,8700000.00,-
New York Yankees,Holmes                   Clay Holmes,RP,5.031,0,Arbitration 3,6050000.00,6050000.00,6000000.00,-
New York Yankees,Kahnle                   Tommy Kahnle,RP,8.131,0,Veteran,5750000.00,5750000.00,5750000.00,-
New York Yankees,Grisham                   Trent Grisham,CF,4.06,0,Arbitration 2,5500000.00,5500000.00,5500000.00,-
New York Yankees,Berti                   Jon Berti,2B,4.168,0,Arbitration 3 (S2),3625000.00,3625000.00,3625000.00,-
New York Yankees,Trevino                   Jose Trevino,C,4.063,0,Arbitration 2,2730000.00,2730000.00,2730000.00,-
New York Yankees,Chisholm                   Jazz Chisholm,3B,3.075,2,Arbitration 1,2625000.00,903232.00,2625000.00,-
New York Yankees,Weaver                   Luke Weaver,RP,6.112,0,Veteran,2250000.00,2250000.00,2000000.00,-
New York Yankees,Schmidt                   Clarke Schmidt,SP,2.148,1,Arbitration 1 (S2),2025000.00,2025000.00,2025000.00,-
New York Yankees,Leiter Jr.                   Mark Leiter Jr.,RP,3.031,0,Arbitration 1,1500000.00,500000.00,1500000.00,-
New York Yankees,Hamilton                   Ian Hamilton,RP,1.126,1,Pre-Arbitration,923050.00,923050.00,923050.00,-
New York Yankees,Volpe                   Anthony Volpe,SS,1,3,Pre-Arbitration,810100.00,810100.00,810100.00,-
New York Yankees,Cabrera                   Oswaldo Cabrera,LF,1.048,2,Pre-Arbitration,783000.00,783000.00,783000.00,-
New York Yankees,Wells                   Austin Wells,C,0.031,3,Pre-Arbitration,750000.00,750000.00,750000.00,-
New York Yankees,Gil                   Luis Gil,SP,1.073,1,Pre-Arbitration,750000.00,750000.00,750000.00,-
New York Yankees,Domínguez                   Jasson Domínguez,OF,0.031,2,Pre-Arbitration,745800.00,392980.00,745800.00,-
New York Yankees,Beeter                   Clayton Beeter,RP,,2,Pre-Arbitration,740000.00,43527.00,740000.00,-
New York Yankees,Mayza                   Tim Mayza,RP,4.156,0,Arbitration 3 (S2),740000.00,175032.00,740000.00,-
New York Yankees,Rice                   Ben Rice,C,,2,Pre-Arbitration,740000.00,302328.00,740000.00,-
New York Yankees,Hill                   Tim Hill,RP,5.112,0,Veteran,740000.00,401778.00,740000.00,-
New York Yankees,LeMahieu                   D.J. LeMahieu,3B,11.128,0,Veteran,15000000.00,15000000.00,15000000.00,-
New York Yankees,Cortes                   Nestor Cortes,SP,4.094,0,Arbitration 2,3950000.00,3950000.00,3950000.00,-
New York Yankees,Loaisiga                   Jonathan Loaisiga,RP,5.022,0,Arbitration 3,2500000.00,2500000.00,2500000.00,-
