TeamName,Player,Pos,Exp,Options                 Minor,Status,Payroll Salary,Payroll Salary                 Adjusted,Base Salary,Signing Bonus
New York Yankees,Brubaker                   JT Brubaker,SP,4,0,Arbitration 2,2275000.00,2275000.00,2275000.00,-
New York Yankees,Trivino                   Lou Trivino,RP,5.163,0,Veteran,1500000.00,1500000.00,1500000.00,-
New York Yankees,Cousins                   Jake Cousins,RP,1.16,1,Pre-Arbitration,740000.00,405756.00,740000.00,-
Philadelphia Phillies,Harper                   Bryce Harper,1B,11.159,0,Veteran,27538462.00,27538462.00,26000000.00,1538462.00
Philadelphia Phillies,Turner                   Trea Turner,SS,7.135,0,Veteran,27272727.00,27272727.00,27272727.00,-
Philadelphia Phillies,Nola                   Aaron Nola,SP,8.076,0,Veteran,24571428.00,24571428.00,24571428.00,-
Philadelphia Phillies,Realmuto                   J.T. Realmuto,C,9.038,0,Veteran,23875000.00,23875000.00,23875000.00,-
Philadelphia Phillies,Wheeler                   Zack Wheeler,SP,10.098,0,Veteran,23500000.00,23500000.00,23500000.00,-
Philadelphia Phillies,Schwarber                   Kyle Schwarber,DH,8.086,0,Veteran,20000000.00,20000000.00,20000000.00,-
Philadelphia Phillies,Castellanos                   Nick Castellanos,RF,10.029,0,Veteran,20000000.00,20000000.00,20000000.00,-
Philadelphia Phillies,Walker                   Taijuan Walker,RP,9.142,0,Veteran,18000000.00,18000000.00,18000000.00,-
Philadelphia Phillies,Strahm                   Matt Strahm,RP,7.064,0,Veteran,7500000.00,7500000.00,7500000.00,-
Philadelphia Phillies,Estevez                   Carlos Estevez,RP,7.022,0,Veteran,6750000.00,2322560.00,6750000.00,-
Philadelphia Phillies,Hays                   Austin Hays,LF,4.057,0,Arbitration 2,6300000.00,2201615.00,6300000.00,-
Philadelphia Phillies,Alvarado                   Jose Alvarado,RP,6.088,0,Veteran,5129022.00,5129022.00,9000000.00,16667.00
Philadelphia Phillies,Suarez                   Ranger Suarez,SP,4.112,0,Arbitration 2,5050000.00,5050000.00,5050000.00,-
Philadelphia Phillies,Bohm                   Alec Bohm,3B,3.106,2,Arbitration 1,4000000.00,4000000.00,4000000.00,-
Philadelphia Phillies,Hoffman                   Jeff Hoffman,RP,5.084,0,Arbitration 3,2200000.00,2200000.00,2200000.00,-
Philadelphia Phillies,Sosa                   Edmundo Sosa,3B,3.14,0,Arbitration 2 (S2),1700000.00,1700000.00,1700000.00,-
Philadelphia Phillies,Allard                   Kolby Allard,SP,3.162,0,Veteran,1025000.00,1025000.00,1000000.00,-
Philadelphia Phillies,Ruiz                   Jose Ruiz,RP,3.17,0,Veteran,1000000.00,801075.00,1000000.00,-
Philadelphia Phillies,Stubbs                   Garrett Stubbs,C,3.12,1,Arbitration 1,850000.00,850000.00,850000.00,-
Philadelphia Phillies,Stott                   Bryson Stott,2B,2,3,Pre-Arbitration,768000.00,768000.00,768000.00,-
Philadelphia Phillies,Marsh                   Brandon Marsh,CF,2.078,2,Pre-Arbitration,766500.00,766500.00,766500.00,-
Philadelphia Phillies,Banks                   Tanner Banks,RP,1.092,1,Pre-Arbitration,755050.00,243540.00,755050.00,-
Philadelphia Phillies,Sanchez                   Cristopher Sanchez,SP,1.083,0,Pre-Arbitration,753500.00,753500.00,753500.00,-
Philadelphia Phillies,Rojas                   Johan Rojas,CF,0.08,2,Pre-Arbitration,745000.00,700875.00,745000.00,-
Philadelphia Phillies,Kerkering                   Orion Kerkering,RP,0.01,3,Pre-Arbitration,742500.00,742500.00,742500.00,-
Philadelphia Phillies,Kennedy                   Buddy Kennedy,3B,0.096,0,Pre-Arbitration,740000.00,55692.00,740000.00,-
Philadelphia Phillies,Wilson                   Weston Wilson,1B,0.02,1,Pre-Arbitration,740000.00,361998.00,740000.00,-
Philadelphia Phillies,Clemens                   Kody Clemens,2B,1.035,0,Pre-Arbitration,740000.00,385866.00,740000.00,-
Philadelphia Phillies,Turnbull                   Spencer Turnbull,SP,5.02,0,Veteran,2200000.00,2200000.00,2000000.00,-
Philadelphia Phillies,Ortiz                   Luis Ortiz,RP,0.103,1,Pre-Arbitration,744000.00,744000.00,744000.00,-
Philadelphia Phillies,Castro                   Rodolfo Castro,SS,1.124,0,Pre-Arbitration,740000.00,87516.00,740000.00,-
Pittsburgh Pirates,Chapman                   Aroldis Chapman,RP,13.009,0,Veteran,10500000.00,10500000.00,10500000.00,-
Pittsburgh Pirates,Reynolds                   Bryan Reynolds,RF,4.163,0,Arbitration 3 Bypassed,10250000.00,10250000.00,10000000.00,250000.00
Pittsburgh Pirates,Kiner-Falefa                   Isiah Kiner-Falefa,SS,6,0,Veteran,7500000.00,250000.00,7500000.00,-
Pittsburgh Pirates,Keller                   Mitch Keller,SP,4.026,0,Arbitration 2 Bypassed,5854000.00,5854000.00,5442500.00,411500.00
Pittsburgh Pirates,McCutchen                   Andrew McCutchen,DH,14.123,0,Veteran,5000000.00,5000000.00,5000000.00,-
Pittsburgh Pirates,Bednar                   David Bednar,RP,3.076,2,Arbitration 1,4510000.00,4510000.00,4510000.00,-
Pittsburgh Pirates,Grandal                   Yasmani Grandal,C,11.115,0,Veteran,2500000.00,2500000.00,2500000.00,-
Pittsburgh Pirates,Joe                   Connor Joe,1B,2.136,2,Arbitration 1 (S2),2125000.00,2125000.00,2125000.00,-
Pittsburgh Pirates,Beeks                   Jalen Beeks,RP,5.003,0,Arbitration 3,1675000.00,549305.00,1675000.00,-
Pittsburgh Pirates,Borucki                   Ryan Borucki,RP,5.066,0,Arbitration 3,1600000.00,1600000.00,1600000.00,-
Pittsburgh Pirates,Bart                   Joey Bart,C,2.02,0,Pre-Arbitration,770000.00,712062.00,770000.00,-
Pittsburgh Pirates,De La Cruz                   Bryan De La Cruz,RF,2.056,2,Pre-Arbitration,768000.00,247740.00,768000.00,-
Pittsburgh Pirates,Holderman                   Colin Holderman,RP,1.144,3,Pre-Arbitration,755000.00,755000.00,755000.00,-
Pittsburgh Pirates,Falter                   Bailey Falter,SP,1.138,0,Pre-Arbitration,755000.00,755000.00,755000.00,-
Pittsburgh Pirates,Cruz                   Oneil Cruz,CF,1.11,0,Pre-Arbitration,755000.00,755000.00,755000.00,-
Pittsburgh Pirates,Mlodzinski                   Carmen Mlodzinski,RP,0.108,2,Pre-Arbitration,747500.00,606869.00,747500.00,-
Pittsburgh Pirates,Ortiz                   Luis Ortiz,SP,0.121,2,Pre-Arbitration,747500.00,747500.00,747500.00,-
Pittsburgh Pirates,Wentz                   Joey Wentz,RP,0.166,0,Pre-Arbitration,746700.00,96360.00,746700.00,-
Pittsburgh Pirates,Triolo                   Jared Triolo,3B,0.078,2,Pre-Arbitration,745000.00,745000.00,745000.00,-
Pittsburgh Pirates,Burrows                   Michael Burrows,SP,,1,Pre-Arbitration,740000.00,7956.00,740000.00,-
Pittsburgh Pirates,Peguero                   Liover Peguero,SS,0.08,1,Pre-Arbitration,740000.00,31824.00,740000.00,-
Pittsburgh Pirates,Mattson                   Isaac Mattson,RP,0.018,2,Pre-Arbitration,740000.00,39780.00,740000.00,-
Pittsburgh Pirates,Cook                   Billy Cook,OF,,3,Pre-Arbitration,740000.00,83538.00,740000.00,-
Pittsburgh Pirates,Palacios                   Joshua Palacios,CF,1.047,0,Pre-Arbitration,740000.00,202878.00,740000.00,-
Pittsburgh Pirates,Santana                   Dennis Santana,RP,3.126,0,Veteran,740000.00,429624.00,740000.00,-
Pittsburgh Pirates,Gonzales                   Nick Gonzales,2B,0.047,1,Pre-Arbitration,740000.00,564876.00,740000.00,-
Pittsburgh Pirates,Skenes                   Paul Skenes,SP,,3,Pre-Arbitration,740000.00,564946.00,740000.00,-
Pittsburgh Pirates,Yorke                   Nick Yorke,2B,,3,Pre-Arbitration,740000.00,740000.00,740000.00,-
Pittsburgh Pirates,Gonzales                   Marco Gonzales,SP,6.102,0,Veteran,12250000.00,3000000.00,12000000.00,250000.00
Pittsburgh Pirates,Hayes                   Ke'Bryan Hayes,3B,3.075,2,Arbitration 1 Bypassed,7000000.00,7000000.00,7000000.00,-
Pittsburgh Pirates,Oviedo                   Johan Oviedo,SP,2.079,1,Pre-Arbitration,765000.00,765000.00,765000.00,-
Pittsburgh Pirates,Moreta                   Dauri Moreta,RP,1.104,1,Pre-Arbitration,755000.00,755000.00,755000.00,-
Pittsburgh Pirates,Davis                   Henry Davis,C,0.105,2,Pre-Arbitration,747500.00,285349.00,747500.00,-
Pittsburgh Pirates,Stratton                   Hunter Stratton,RP,0.028,2,Pre-Arbitration,745000.00,704880.00,745000.00,-
Pittsburgh Pirates,Rodríguez                   Endy Rodríguez,C,0.077,2,Pre-Arbitration,745000.00,745000.00,745000.00,-
Pittsburgh Pirates,Heller                   Ben Heller,RP,3.102,0,Veteran,740000.00,230724.00,740000.00,-
Pittsburgh Pirates,Jefferies                   Daulton Jefferies,SP,1.048,1,Pre-Arbitration,740000.00,417690.00,740000.00,-
Pittsburgh Pirates,Nicolas                   Kyle Nicolas,RP,0.013,2,Pre-Arbitration,740000.00,620568.00,740000.00,-
San Diego Padres,Bogaerts                   Xander Bogaerts,2B,10.042,0,Veteran,25454545.00,25454545.00,25000000.00,454545.00
San Diego Padres,Musgrove                   Joe Musgrove,SP,7.063,0,Veteran,20000000.00,20000000.00,20000000.00,-
San Diego Padres,Machado                   Manny Machado,3B,11.056,0,Veteran,17090909.00,17090909.00,13000000.00,4090909.00
San Diego Padres,Darvish                   Yu Darvish,SP,12,0,Veteran,16000000.00,16000000.00,15000000.00,1000000.00
San Diego Padres,Suarez                   Robert Suarez,RP,2,0,Veteran,13000000.00,13000000.00,10000000.00,-
San Diego Padres,Tatis Jr.                   Fernando Tatis Jr.,RF,4.12,0,Arbitration 3 Bypassed,11714285.00,11714285.00,11000000.00,714286.00
San Diego Padres,Arraez                   Luis Arraez,1B,4.121,0,Arbitration 3 (S2),10600000.00,592796.00,10600000.00,-
San Diego Padres,Pérez                   Martín Pérez,SP,11.038,0,Veteran,8000000.00,1333333.00,8000000.00,-
San Diego Padres,Cease                   Dylan Cease,SP,4.089,0,Arbitration 2,8000000.00,8000000.00,8000000.00,-
San Diego Padres,Cronenworth                   Jake Cronenworth,1B,4,0,Arbitration 2 Bypassed,7285714.00,7285714.00,7000000.00,285714.00
San Diego Padres,Scott                   Tanner Scott,RP,5.059,0,Arbitration 3,5700000.00,1838700.00,5700000.00,-
San Diego Padres,Peralta                   Wandy Peralta,RP,6.168,0,Veteran,3350000.00,3350000.00,3350000.00,-
San Diego Padres,Matsui                   Yuki Matsui,RP,,0,Veteran,3250000.00,3250000.00,3250000.00,-
San Diego Padres,King                   Michael King,SP,4.004,0,Arbitration 2,3150000.00,3150000.00,3150000.00,-
San Diego Padres,Profar                   Jurickson Profar,LF,9.165,0,Veteran,2500000.00,2500000.00,1000000.00,-
San Diego Padres,Higashioka                   Kyle Higashioka,C,5.005,0,Arbitration 3,2180000.00,2180000.00,2180000.00,-
San Diego Padres,Ahmed                   Nick Ahmed,SS,9.043,0,Veteran,1000000.00,37632.00,1000000.00,-
San Diego Padres,Diaz                   Elias Diaz,C,7.088,0,Veteran,1000000.00,150538.00,1000000.00,-
San Diego Padres,Peralta                   David Peralta,LF,9.12,0,Veteran,1000000.00,698925.00,1000000.00,-
San Diego Padres,Solano                   Donovan Solano,DH,8.081,0,Veteran,1000000.00,790323.00,1000000.00,-
San Diego Padres,Wade                   Tyler Wade,3B,4.058,0,Veteran,850000.00,850000.00,850000.00,-
San Diego Padres,Morejon                   Adrian Morejon,RP,3.14,1,Arbitration 2,850000.00,850000.00,850000.00,-
San Diego Padres,Hoeing                   Bryan Hoeing,RP,1.015,2,Pre-Arbitration,750500.00,250170.00,750500.00,-
San Diego Padres,Waldron                   Matt Waldron,SP,0.054,1,Pre-Arbitration,741800.00,594212.00,741800.00,-
San Diego Padres,Lockridge                   Brandon Lockridge,OF,,3,Pre-Arbitration,740000.00,71604.00,740000.00,-
San Diego Padres,Estrada                   Jeremiah Estrada,RP,0.08,1,Pre-Arbitration,740000.00,620568.00,740000.00,-
San Diego Padres,Merrill                   Jackson Merrill,CF,,3,Pre-Arbitration,740000.00,740000.00,740000.00,-
San Diego Padres,Kim                   Ha-seong Kim,SS,3,0,Veteran,7000000.00,7000000.00,7000000.00,-
San Diego Padres,Patino                   Luis Patino,SP,2.061,0,Pre-Arbitration,749400.00,749400.00,749400.00,-
San Diego Padres,McCoy                   Mason McCoy,SS,0.025,3,Pre-Arbitration,740000.00,155142.00,740000.00,-
San Diego Padres,Brito                   Jhony Brito,SP,0.113,1,Pre-Arbitration,740000.00,389844.00,740000.00,-
San Diego Padres,Kolek                   Stephen Kolek,RP,,3,Pre-Arbitration,740000.00,740000.00,740000.00,-
San Francisco Giants,Snell                   Blake Snell,SP,7.072,0,Veteran,23500000.00,23500000.00,15000000.00,8500000.00
San Francisco Giants,Conforto                   Michael Conforto,DH,7.043,0,Veteran,18000000.00,18000000.00,18000000.00,-
San Francisco Giants,Chapman                   Matt Chapman,3B,6.109,0,Veteran,16666666.00,16666666.00,16000000.00,666666.00
San Francisco Giants,Rogers                   Taylor Rogers,RP,7.145,0,Veteran,12000000.00,12000000.00,12000000.00,-
San Francisco Giants,Webb                   Logan Webb,SP,4.044,0,Arbitration 2 Bypassed,8000000.00,8000000.00,8000000.00,-
San Francisco Giants,Yastrzemski                   Mike Yastrzemski,RF,4.128,0,Arbitration 3 (S2),7900000.00,7900000.00,7900000.00,-
San Francisco Giants,Wade Jr.                   LaMonte Wade Jr.,1B,4.035,0,Arbitration 2,3500000.00,3500000.00,3500000.00,-
San Francisco Giants,Rogers                   Tyler Rogers,RP,4.034,0,Arbitration 2,3200000.00,3200000.00,3200000.00,-
San Francisco Giants,Casali                   Curt Casali,C,7.151,0,Veteran,1000000.00,1000000.00,1000000.00,-
San Francisco Giants,Doval                   Camilo Doval,RP,2.071,2,Pre-Arbitration,770000.00,707940.00,770000.00,-
San Francisco Giants,Warren                   Austin Warren,RP,1.171,1,Pre-Arbitration,755000.00,523611.00,755000.00,-
San Francisco Giants,Walker                   Ryan Walker,RP,0.136,3,Pre-Arbitration,747500.00,747500.00,747500.00,-
San Francisco Giants,Beck                   Tristan Beck,RP,0.129,2,Pre-Arbitration,747500.00,747500.00,747500.00,-
San Francisco Giants,Bailey                   Patrick Bailey,C,0.136,3,Pre-Arbitration,747500.00,747500.00,747500.00,-
San Francisco Giants,Hjelle                   Sean Hjelle,RP,0.072,1,Pre-Arbitration,743750.00,743750.00,743750.00,-
San Francisco Giants,Fitzgerald                   Tyler Fitzgerald,SS,0.011,2,Pre-Arbitration,741875.00,638240.00,741875.00,-
San Francisco Giants,McDonald                   Trevor McDonald,SP,,2,Pre-Arbitration,740000.00,3978.00,740000.00,-
San Francisco Giants,Walton                   Donnie Walton,SS,1.012,0,Pre-Arbitration,740000.00,63648.00,740000.00,-
San Francisco Giants,McCray                   Grant McCray,CF,,3,Pre-Arbitration,740000.00,182988.00,740000.00,-
San Francisco Giants,Encarnacion                   Jerar Encarnacion,OF,0.053,0,Pre-Arbitration,740000.00,230724.00,740000.00,-
San Francisco Giants,Matos                   Luis Matos,OF,0.098,1,Pre-Arbitration,740000.00,278460.00,740000.00,-
San Francisco Giants,Schmitt                   Casey Schmitt,3B,0.133,1,Pre-Arbitration,740000.00,286416.00,740000.00,-
San Francisco Giants,Bivens                   Spencer Bivens,RP,,2,Pre-Arbitration,740000.00,298350.00,740000.00,-
San Francisco Giants,Birdsong                   Hayden Birdsong,SP,,3,Pre-Arbitration,740000.00,326196.00,740000.00,-
San Francisco Giants,Wisely                   Brett Wisely,2B,0.075,0,Pre-Arbitration,740000.00,525161.00,740000.00,-
San Francisco Giants,Ramos                   Heliot Ramos,LF,0.13,0,Pre-Arbitration,740000.00,572832.00,740000.00,-
San Francisco Giants,Rodriguez                   Randy Rodriguez,RP,,1,Pre-Arbitration,740000.00,580788.00,740000.00,-
San Francisco Giants,Miller                   Erik Miller,RP,,3,Pre-Arbitration,740000.00,740000.00,740000.00,-
San Francisco Giants,Ray                   Robbie Ray,SP,9.007,0,Veteran,23000000.00,23000000.00,23000000.00,-
San Francisco Giants,Canha                   Mark Canha,1B,8.092,0,Veteran,11500000.00,3709680.00,11500000.00,-
San Francisco Giants,Lee                   Jung Hoo Lee,CF,,3,Veteran,8250000.00,8250000.00,7000000.00,1250000.00
San Francisco Giants,Hicks                   Jordan Hicks,RP,6,0,Veteran,6583333.00,6583333.00,6000000.00,500000.00
San Francisco Giants,Flores                   Wilmer Flores,1B,10.003,0,Veteran,6500000.00,6500000.00,6500000.00,-
San Francisco Giants,Murphy                   Tom Murphy,C,6.092,0,Veteran,4000000.00,4000000.00,4000000.00,-
San Francisco Giants,Winn                   Keaton Winn,SP,0.053,2,Pre-Arbitration,743750.00,743750.00,743750.00,-
San Francisco Giants,Harrison                   Kyle Harrison,SP,0.041,3,Pre-Arbitration,743750.00,743750.00,743750.00,-
Seattle Mariners,Haniger                   Mitch Haniger,RF,7.048,0,Veteran,22000000.00,16000000.00,17000000.00,4000000.00
Seattle Mariners,Turner                   Justin Turner,DH,13.045,0,Veteran,13500000.00,2903226.00,13000000.00,-
Seattle Mariners,Rodriguez                   Julio Rodriguez,CF,2,3,Pre-Arbitration Bypassed,12185714.00,12185714.00,10000000.00,2185714.00
Seattle Mariners,Crawford                   J.P. Crawford,SS,5.163,0,Arbitration 4 Bypassed,11000000.00,11000000.00,10000000.00,1000000.00
Seattle Mariners,Garver                   Mitch Garver,DH,6.045,0,Veteran,10500000.00,10500000.00,9500000.00,1000000.00
Seattle Mariners,Polanco                   Jorge Polanco,2B,7.024,0,Veteran,10500000.00,10500000.00,10500000.00,-
Seattle Mariners,Arozarena                   Randy Arozarena,LF,3.129,2,Arbitration 2 (S2),8100000.00,2830620.00,8100000.00,-
Seattle Mariners,Urias                   Luis Urias,3B,4.098,0,Arbitration 3 (S2),5000000.00,5000000.00,5000000.00,-
Seattle Mariners,Gilbert                   Logan Gilbert,SP,2.144,3,Arbitration 1 (S2),4050000.00,4050000.00,4050000.00,-
Seattle Mariners,Moore                   Dylan Moore,2B,5,0,Arbitration 3 Bypassed,3133333.00,3133333.00,3050000.00,83333.00
Seattle Mariners,Rojas                   Josh Rojas,3B,3.126,1,Arbitration 2 (S2),3100000.00,3100000.00,3100000.00,-
Seattle Mariners,Munoz                   Andres Munoz,RP,4.08,0,Arbitration 2 Bypassed,2187500.00,2187500.00,2000000.00,187500.00
Seattle Mariners,Voth                   Austin Voth,RP,4.115,0,Veteran,1400000.00,1400000.00,1250000.00,-
Seattle Mariners,Chargois                   J.T. Chargois,RP,4.101,0,Arbitration 2,1285000.00,414540.00,1285000.00,-
Seattle Mariners,Thornton                   Trent Thornton,RP,3.148,0,Arbitration 3 (S2),1200000.00,1200000.00,1200000.00,-
Seattle Mariners,Bazardo                   Eduard Bazardo,RP,0.168,0,Pre-Arbitration,870600.00,566401.00,870600.00,-
Seattle Mariners,Kirby                   George Kirby,SP,1.151,3,Pre-Arbitration,798600.00,798600.00,798600.00,-
Seattle Mariners,Raleigh                   Cal Raleigh,C,2.085,3,Pre-Arbitration,795000.00,795000.00,795000.00,-
Seattle Mariners,Raley                   Luke Raley,LF,1.106,0,Pre-Arbitration,754200.00,754200.00,754200.00,-
Seattle Mariners,Speier                   Gabe Speier,RP,2.03,0,Pre-Arbitration,753300.00,571050.00,753300.00,-
Seattle Mariners,Saucedo                   Tayler Saucedo,RP,2.107,1,Pre-Arbitration,753100.00,753100.00,753100.00,-
Seattle Mariners,Santos                   Gregory Santos,RP,1.055,1,Pre-Arbitration,750000.00,750000.00,750000.00,-
Seattle Mariners,Woo                   Bryan Woo,SP,0.121,3,Pre-Arbitration,749000.00,749000.00,749000.00,-
Seattle Mariners,Snider                   Collin Snider,RP,0.167,0,Pre-Arbitration,747300.00,530376.00,747300.00,-
Seattle Mariners,Hancock                   Emerson Hancock,SP,0.054,2,Pre-Arbitration,741300.00,223160.00,741300.00,-
Seattle Mariners,Taylor                   Troy Taylor,RP,,3,Pre-Arbitration,740000.00,198900.00,740000.00,-
Seattle Mariners,Rivas                   Leonardo Rivas,2B,,2,Pre-Arbitration,740000.00,381888.00,740000.00,-
Seattle Mariners,Robles                   Victor Robles,RF,5.033,0,Arbitration 3,740000.00,465426.00,740000.00,-
Seattle Mariners,Castillo                   Luis Castillo,SP,6.101,0,Veteran,24150000.00,24150000.00,22750000.00,1400000.00
Seattle Mariners,Garcia                   Yimi Garcia,RP,8.149,0,Veteran,6000000.00,2096770.00,6000000.00,-
Seattle Mariners,Haggerty                   Sam Haggerty,2B,3.044,0,Arbitration 1,900000.00,788757.00,900000.00,-
Seattle Mariners,Brash                   Matt Brash,RP,1.121,2,Pre-Arbitration,757600.00,757600.00,757600.00,-
Seattle Mariners,Miller                   Bryce Miller,SP,0.153,3,Pre-Arbitration,752600.00,752600.00,752600.00,-
Seattle Mariners,Kowar                   Jackson Kowar,SP,0.163,1,Pre-Arbitration,743000.00,743000.00,743000.00,-
St. Louis Cardinals,Arenado                   Nolan Arenado,3B,10.155,0,Veteran,35000000.00,24000000.00,35000000.00,-
St. Louis Cardinals,Goldschmidt                   Paul Goldschmidt,1B,12.059,0,Veteran,26000000.00,26000000.00,22000000.00,4000000.00
St. Louis Cardinals,Mikolas                   Miles Mikolas,SP,7.037,0,Veteran,17666667.00,17666667.00,16000000.00,1666667.00
St. Louis Cardinals,Matz                   Steven Matz,SP,8.099,0,Veteran,12500000.00,12500000.00,12000000.00,500000.00
St. Louis Cardinals,Gibson                   Kyle Gibson,SP,10.039,0,Veteran,12000000.00,12000000.00,12000000.00,-
St. Louis Cardinals,Fedde                   Erick Fedde,SP,4.099,0,Veteran,7500000.00,2500026.00,7500000.00,-
St. Louis Cardinals,Helsley                   Ryan Helsley,RP,4.105,0,Arbitration 2,3800000.00,3800000.00,3800000.00,-
St. Louis Cardinals,Kittredge                   Andrew Kittredge,RP,5.07,0,Arbitration 3,2630000.00,2630000.00,2630000.00,-
St. Louis Cardinals,King                   John King,RP,2.148,1,Arbitration 1 (S2),1005000.00,1005000.00,1005000.00,-
St. Louis Cardinals,Nootbaar                   Lars Nootbaar,LF,2.076,2,Pre-Arbitration,761000.00,761000.00,761000.00,-
St. Louis Cardinals,Donovan                   Brendan Donovan,2B,2,3,Pre-Arbitration,757200.00,757200.00,757200.00,-
St. Louis Cardinals,Pallante                   Andre Pallante,SP,1.166,1,Pre-Arbitration,756900.00,614419.00,756900.00,-
St. Louis Cardinals,Burleson                   Alec Burleson,DH,1.029,3,Pre-Arbitration,750050.00,750050.00,750050.00,-
St. Louis Cardinals,Walker                   Jordan Walker,RF,0.149,1,Pre-Arbitration,747450.00,265254.00,747450.00,-
St. Louis Cardinals,Liberatore                   Matthew Liberatore,RP,0.144,1,Pre-Arbitration,747200.00,747200.00,747200.00,-
St. Louis Cardinals,Herrera                   Iván Herrera,C,0.063,0,Pre-Arbitration,743150.00,567290.00,743150.00,-
St. Louis Cardinals,Winn                   Masyn Winn,SS,0.045,3,Pre-Arbitration,742250.00,742250.00,742250.00,-
St. Louis Cardinals,Siani                   Mike Siani,CF,0.033,2,Pre-Arbitration,741650.00,741650.00,741650.00,-
St. Louis Cardinals,O'Brien                   Riley O'Brien,RP,0.008,1,Pre-Arbitration,740450.00,676770.00,740450.00,-
St. Louis Cardinals,McGreevy                   Michael McGreevy,SP,,2,Pre-Arbitration,740000.00,47736.00,740000.00,-
St. Louis Cardinals,Saggese                   Thomas Saggese,SS,,3,Pre-Arbitration,740000.00,75582.00,740000.00,-
St. Louis Cardinals,Baker                   Luken Baker,1B,0.081,1,Pre-Arbitration,740000.00,159120.00,740000.00,-
St. Louis Cardinals,Roycroft                   Chris Roycroft,RP,,2,Pre-Arbitration,740000.00,262548.00,740000.00,-
St. Louis Cardinals,Fermin                   Jose Fermin,2B,0.07,1,Pre-Arbitration,740000.00,377910.00,740000.00,-
St. Louis Cardinals,Leahy                   Kyle Leahy,RP,0.017,1,Pre-Arbitration,740000.00,429624.00,740000.00,-
St. Louis Cardinals,Pages                   Pedro Pages,C,,2,Pre-Arbitration,740000.00,656370.00,740000.00,-
St. Louis Cardinals,Fernandez                   Ryan Fernandez,RP,,3,Pre-Arbitration,740000.00,740000.00,740000.00,-
St. Louis Cardinals,Carpenter                   Matt Carpenter,DH,11.145,0,Veteran,740000.00,740000.00,740000.00,-
St. Louis Cardinals,Contreras                   Willson Contreras,C,7.108,0,Veteran,18000000.00,18000000.00,18000000.00,-
St. Louis Cardinals,Lynn                   Lance Lynn,SP,12.119,0,Veteran,10000000.00,10000000.00,10000000.00,-
St. Louis Cardinals,Gray                   Sonny Gray,SP,10.061,0,Veteran,10000000.00,10000000.00,10000000.00,-
St. Louis Cardinals,Middleton                   Keynan Middleton,RP,6.023,0,Veteran,5000000.00,5000000.00,5000000.00,-
St. Louis Cardinals,Romero                   JoJo Romero,RP,3.045,0,Arbitration 1,860000.00,860000.00,860000.00,-
St. Louis Cardinals,Rom                   Drew Rom,P,0.044,2,Pre-Arbitration,742200.00,742200.00,742200.00,-
Tampa Bay Rays,Lowe                   Brandon Lowe,2B,5.058,0,Arbitration 3 Bypassed,8750000.00,8750000.00,8750000.00,-
Tampa Bay Rays,Diaz                   Yandy Diaz,1B,5.122,0,Arbitration 3 Bypassed,8000000.00,8000000.00,8000000.00,-
Tampa Bay Rays,Adam                   Jason Adam,RP,3.132,1,Arbitration 2 (S2),2700000.00,914508.00,2700000.00,-
Tampa Bay Rays,Poche                   Colin Poche,RP,4.14,0,Arbitration 2,2375000.00,2375000.00,2375000.00,-
Tampa Bay Rays,Carlson                   Dylan Carlson,LF,3.104,3,Arbitration 1,2350000.00,684946.00,2350000.00,-
Tampa Bay Rays,Alexander                   Tyler Alexander,RP,4.058,0,Arbitration 2,1950000.00,1950000.00,1950000.00,-
Tampa Bay Rays,Rasmussen                   Drew Rasmussen,RP,3.111,2,Arbitration 1,1862500.00,1862500.00,1862500.00,-
Tampa Bay Rays,Littell                   Zack Littell,SP,4.043,0,Arbitration 2,1850000.00,1850000.00,1850000.00,-
Tampa Bay Rays,Morel                   Christopher Morel,DH,1.117,0,Pre-Arbitration,767000.00,259812.00,767000.00,-
Tampa Bay Rays,Siri                   Jose Siri,CF,2.015,0,Pre-Arbitration,757800.00,757800.00,757800.00,-
Tampa Bay Rays,Walls                   Taylor Walls,SS,2.092,2,Pre-Arbitration,757300.00,757300.00,757300.00,-
Tampa Bay Rays,Lowe                   Josh Lowe,RF,1.093,1,Pre-Arbitration,755700.00,755700.00,755700.00,-
Tampa Bay Rays,Rortvedt                   Ben Rortvedt,C,2.043,0,Pre-Arbitration,755400.00,755400.00,755400.00,-
Tampa Bay Rays,Caballero                   José Caballero,SS,0.17,3,Pre-Arbitration,751700.00,751700.00,751700.00,-
Tampa Bay Rays,Cleavinger                   Garrett Cleavinger,RP,2.06,0,Pre-Arbitration,746900.00,746900.00,746900.00,-
Tampa Bay Rays,Palacios                   Richard Palacios,DH,0.156,1,Pre-Arbitration,745200.00,745200.00,745200.00,-
Tampa Bay Rays,Pepiot                   Ryan Pepiot,SP,1.005,1,Pre-Arbitration,744900.00,744900.00,744900.00,-
Tampa Bay Rays,Baz                   Shane Baz,SP,2.014,2,Pre-Arbitration,743600.00,571714.00,743600.00,-
Tampa Bay Rays,Bradley                   Taj Bradley,SP,0.114,2,Pre-Arbitration,743300.00,743300.00,743300.00,-
Tampa Bay Rays,Aranda                   Jonathan Aranda,1B,0.103,1,Pre-Arbitration,742800.00,391412.00,742800.00,-
Tampa Bay Rays,DeLuca                   Jonny DeLuca,OF,0.085,2,Pre-Arbitration,742400.00,742400.00,742400.00,-
